G-word,E-word,WdNum,VAL_Mean,VAL_SD,ARO_Mean_(ANEW),ARO_SD_(ANEW),ARO_Mean_(BAWL),ARO_SD_(BAWL),DOM_Mean,DOM_SD,POT_Mean,POT_SD,IMA_MEAN,IMA_SD,freq_Leipzig,freq_SUBTLEX,#_letters,#_syllables,word_class,N_orth,HFN,NF_MAX,F_SUM
Skandal,scandal,971,-1.3,1.06,6.85,1.31,3.5,1.25,5.19,1.86,6.33,1.37,2.67,1,1025,6.06,7,2,S,0,0,0,0
Sündenbock,scapegoat,972,-1.88,0.6,6.25,1.62,3.72,0.94,5,1.79,4.19,1.87,3.8,1.91,2,2.24,10,3,S,0,0,0,0
Narbe,scar,973,-1.15,0.99,6.1,1.21,3.42,0.96,4.38,1.38,5.15,1.61,5.27,1.24,60,10.59,5,2,S,3,1,67.67,68.5
Schere,scissors,974,0,1.12,4.8,1.74,2.5,0.79,5.75,1.59,4.83,1.71,5.95,1.4,211,7.21,6,2,S,3,1,10.17,10.17
brennend,scorching,975,-0.8,0.94,6.45,1.57,3.69,0.97,4.69,1.56,5.98,1.54,4.6,2.06,30,0.79,8,2,A,0,0,0,0
Skorpion,scorpion,976,-0.4,1.17,5.85,1.98,3.22,1.06,4,1.61,5.7,1.62,6.44,0.88,28,4.09,8,3,S,0,0,0,0
Gefühl,sentiment,977,2.21,0.84,6.15,2.06,3.11,1.41,5.69,1.86,5.68,2.14,3.35,1.79,2936,122.37,6,2,S,1,0,0.5,0.5
Flinte,shotgun,979,-0.52,1.05,5.4,1.31,3.64,0.86,5.25,1.87,6,1.73,6.25,0.91,185,2.48,6,2,S,0,0,0,0
Aufschrei,shriek,980,-1,0.93,6.6,1.85,3.93,0.78,4.31,1.9,6.88,0.97,4.62,1.47,179,2.28,9,2,S,0,0,0,0
doof,silly,981,-1.5,0.93,5.4,1.6,2.62,1,5.44,1.57,4.5,1.93,2.95,1.6,105,11.46,4,1,A,1,1,94.83,94.83
langsam,slow,982,-0.67,1.4,3.15,1.69,1.88,0.86,5.69,1.43,4.35,1.59,3.2,1.54,2560,147.33,7,2,A,0,0,0,0
Schneeregen,slush,983,-0.67,1.63,5.35,1.98,2.77,1.11,4.75,1.35,4.76,1.59,5.85,1.35,36,0.16,11,3,S,0,0,0,0
glatt,smooth,984,0.25,0.86,4,1.52,2.38,1.06,4.81,1.02,4.33,1.47,4.25,1.65,485,12.91,5,1,A,2,1,72.33,76.67
gesellig,social,985,0.8,0.86,4.58,2.04,2.42,0.7,6.19,1.42,6.66,1.31,3.76,1.37,16,1.14,8,3,A,0,0,0,0
sanft,soft,986,1.3,0.48,3.45,2.21,1.8,1.32,5.75,1.82,3.73,1.93,3.89,1.45,371,10.51,5,1,A,0,0,0,0
Lied,song,987,1.6,0.84,4.3,2.39,1.94,0.87,6.13,1.94,4.8,1.94,4.11,1.45,791,57.01,4,1,S,3,1,130.67,132.17
Lied,song,987,1.6,0.84,4.3,2.39,1.94,0.87,6.13,1.94,4.8,1.94,4.11,1.45,791,57.01,4,1,S,3,1,130.67,132.17
beruhigen,soothe,988,1.06,0.85,3.3,1.38,1.85,1.01,6.06,1.57,6.15,2.2,3.24,1,442,39.57,9,4,V,0,0,0,0
sauer,sour,989,-0.9,0.74,6.05,1.43,3.53,0.9,5.13,1.47,6.36,1.78,4.22,1.79,434,70.04,5,2,A,4,3,153.17,260.67
Prügel,spanking,990,-1.92,1.12,7.25,1.02,3.38,1.24,4.19,2.11,7.36,0.64,4.75,1.21,141,7.32,6,2,S,0,0,0,0
Sphäre,sphere,991,0.2,0.68,3.95,1.7,2.58,1.06,4.13,1.54,5.03,1.82,3.1,1.83,97,0.63,6,2,S,1,0,0,0
Spray,spray,992,-0.13,0.64,4.55,1.61,2.35,1.09,5.94,1.47,4.53,1.77,5.65,1.18,30,0.79,5,1,S,0,0,0,0
Frühling,spring,993,1.75,0.86,4.55,2.37,2.73,1.28,5.63,1.92,5.23,2.08,5.25,1.55,483,12.68,8,2,S,0,0,0,0
stagnierend,stagnant,994,-1,1.04,4.15,1.69,2.6,0.76,4.06,1.5,5.3,2.06,2.65,1.5,1,0,11,3,A,0,0,0,0
Statue,statue,995,0.25,0.45,3.7,1.53,2.08,0.93,5.13,1.4,4.78,1.62,5.95,1.28,152,9.09,6,3,S,3,2,18.67,31
Gestank,stench,996,-2.1,0.74,6.75,1.12,3.59,0.94,4,1.37,6.48,1.32,3.56,2.24,93,9.33,7,2,S,0,0,0,0
steif,stiff,997,-0.7,1.34,5.45,1.64,2.63,1.34,4.75,0.93,4.37,1.78,5.22,0.83,120,6.73,5,1,A,4,2,60,79.17
Magen,stomach,998,0.5,0.71,4.45,1.73,2.43,0.87,5.44,1.32,4.88,1.59,5.78,1.09,394,22.4,5,2,S,12,7,2026.5,2867.83
Hocker,stool,999,0.14,0.71,2.75,1.55,1.95,0.95,5.63,1.9,4.13,1.38,5.36,1.5,88,1.89,6,2,S,5,1,13,13
Sturm,storm,1000,-0.1,0.99,6.85,1.27,4.1,0.91,3.88,1.68,6.65,1.56,6,1,51,21.97,5,2,S,2,0,26,43.5
Ofen,stove,1001,1,0.93,3.95,1.57,2.18,0.73,5.38,1.73,5.32,1.25,5.36,1.43,186,9.92,4,2,S,2,1,115.17,116
Zucker,sugar,1002,1,1.15,4.4,1.39,2.35,1.06,5.69,1.93,4.4,1.52,6.25,1.12,399,21.73,6,2,S,2,1,22.33,22.33
Sonnenlicht,sunlight,1003,2.24,1.27,3.9,2.05,2.32,1.35,5.06,2.14,5.4,1.9,6.2,0.89,171,4.53,11,2,A,0,0,0,0
Sumpf,swamp,1004,-0.8,0.92,5.2,1.7,2.21,1.13,4.44,1.38,4.63,1.48,6.11,0.93,20,0,5,2,S,2,1,9.5,15.33
herumfummeln,tamper,1006,0.4,1.19,6.35,1.66,3.68,0.69,6.06,1.32,4.91,1.3,3.75,2.17,0,0,12,3,V,0,0,0,0
Geschmack,taste,1007,1.13,0.92,4.1,1.29,2.73,1.04,5.75,1.66,5.35,1.58,2.75,1.77,813,24.57,9,2,S,0,0,0,0
Taxi,taxi,1008,0.06,0.44,3.6,1.39,2.15,0.97,5.88,1.35,4.85,1.14,6.55,1,394,50.51,4,2,S,2,0,2.67,2.67
Lehrer,teacher,1009,0.05,1.23,4.5,1,2.44,1.04,4.94,1.33,5.72,1.55,4.95,1.5,3286,52.99,6,2,S,1,0,29.17,29.17
necken,tease,1010,0.6,1.17,5.53,1.5,2.84,1.17,5.5,1.46,4.84,1.49,3.89,1.45,213,0.98,6,2,V,10,6,48,107
zärtlich,tender,1011,1.79,1.12,4.5,2.12,2.73,1.28,5.69,1.6,4.63,2.26,3.45,1.47,104,2.56,8,2,A,0,0,0,0
Thermometer,thermometer,1012,0.21,0.43,3.45,1.54,2.19,1.1,5.25,1.82,4.88,1.3,6.4,1.19,101,1.54,11,4,S,0,0,0,0
Gedanke,thought,1013,1.5,1.08,3.55,1.54,2.61,1.29,6.19,1.85,5.43,1.5,1.78,0.83,624,22.6,7,3,S,1,0,0,0
sauber,tidy,1014,1.5,0.53,4.2,1.58,2.06,0.8,5.94,1.32,4.75,1.51,4.67,1.66,675,67.21,6,3,A,2,0,7.33,8.33
Werkzeug,tool,1015,0.43,1.02,3.9,1.33,2.15,1.12,6.56,1.67,4.98,1.48,6.1,0.79,235,9.25,8,2,S,0,0,0,0
Turm,tower,1016,0.27,1.03,3.6,1.54,2.64,1.09,4.88,1.83,6,2.02,5.64,1.14,710,12.64,4,1,S,3,0,4.33,6
Spielzeug,toy,1017,1.2,0.86,3.55,1.64,2.77,1.07,6.13,1.84,3.98,1.51,6.25,0.91,334,14.53,9,2,S,0,0,0,0
reisen,travel,1018,2.24,0.78,5.05,2.16,3.05,1.61,6.44,1.23,5.16,1.37,5.81,1.1,1142,32.64,6,2,V,9,2,139.17,302.83
Einladung,treat,1019,1.65,1.1,4.95,1.54,2.6,1.28,5.94,1.28,4.96,1.37,4.31,1.87,1000,18.31,9,3,S,0,0,0,0
Gepäckträger,trunk,1020,0.29,0.47,4.1,1.83,2.08,1.06,6,1.82,4.44,1.23,6.45,0.89,23,1.34,12,4,S,0,0,0,0
Abenddämmerung,twilight,1022,1.6,0.99,3.9,2.2,2.31,1.29,4.63,1.59,5,2.05,6,1.41,31,0.79,14,5,S,0,0,0,0
Einheit,unit,1023,1.18,1.45,4.25,2.02,2.24,1.03,5.69,1.05,5.23,1.62,3.96,2.01,2265,29.37,7,2,S,0,0,0,0
Gerät,utensil,1024,0.29,0.61,3.95,1.79,2.36,1.01,5.81,1.87,4.96,1.1,5.08,1.53,1085,31.46,5,2,S,0,0,0,0
Vagina,vagina,1025,0.6,1.64,6.05,1.96,3.85,0.97,5.38,1.14,5.88,1.94,5.95,1.67,30,5.2,6,3,S,1,0,0,0
Weste,vest,1026,-0.09,0.97,3,1.38,1.91,0.75,5.81,1.89,4.05,1.36,4.95,1.43,153,7.4,5,2,S,5,0,17.17,53.17
Jungfrau,virgin,1027,0.3,0.48,4.75,1.92,2.29,1.05,5.88,1.21,3.01,1.49,3.67,1.66,143,17.6,8,2,S,0,0,0,0
Seereise,voyage,1028,1.5,0.53,4.9,1.8,2.61,1.33,5.19,1.66,5.27,1.56,5.11,1.45,596,0.31,8,2,S,0,0,0,0
Wagen,wagon,1029,1.06,0.95,3.9,2.17,2.11,1.02,5.25,1.62,5.48,1.56,5.71,1.49,2912,194.38,5,2,S,13,11,2026.5,2423
Pfeife,whistle,1030,0.4,0.88,3.8,1.54,2.45,1.43,5.19,1.71,4,1.47,5.5,1.57,102,10.12,6,2,S,0,0,0,0
Ehefrau,wife,1031,1.27,1.1,4.8,1.96,2.5,1.07,5.19,0.72,6.04,1.72,4.81,1.6,1466,14.13,7,3,S,0,0,0,0
Windmühle,windmill,1032,1.16,0.9,3.25,1.62,2.04,0.89,4.94,1.5,5.1,1.73,6.55,0.83,235,0.87,9,2,S,0,0,0,0
zwinkern,wink,1033,0.79,1.48,4.85,1.98,2.85,1.05,5.94,1.38,5.1,2.18,5.25,1.45,4,0,8,2,V,0,0,0,0
Wunsch,wish,1034,1.6,0.52,4.8,1.88,2.45,1.23,5.44,1.96,5.35,1.82,2.56,1.24,2808,40.12,6,1,S,1,0,0,0
Einfallsreichtum,wit,1035,1.87,0.52,5.15,1.95,3,1.17,5.88,1.28,5.78,1.39,2.3,1.59,69,0.63,16,4,S,0,0,0,0
Schriftsteller,writer,1036,1.13,1.13,3.85,1.66,2.12,0.82,4.94,1.63,5.3,1.36,4.75,1.52,1697,9.49,14,3,S,0,0,0,0
Yacht,yacht,1037,1,1.25,3.8,1.91,2.58,1.17,4.94,1.57,4.93,1.83,6.44,0.73,142,2.8,5,1,S,6,4,173.5,344.33
jung,young,1038,1.13,1.19,5,1.86,2.69,1.09,5.44,1.32,5.44,2.2,4.38,1.4,833,64.61,4,1,A,2,0,262.33,263
Jugend,youth,1039,1.55,0.76,4.37,2.22,3.29,0.85,5.56,1.5,5.3,1.62,4.75,1.67,2035,16.97,6,2,S,1,0,12.67,12.67
Elan,zest,1040,1.92,0.86,5.45,1.85,3.04,1.24,6.06,1.69,7.18,1.66,3.1,1.55,5284,0.98,4,1,S,5,1,203.67,206
